datetime_utc,j_conds,j_dewptm,j_fog,j_hail,j_heatindexm,j_hum,j_precipm,j_pressurem,j_rain,j_snow,j_tempm,j_thunder,j_tornado,j_vism,j_wdird,j_wdire,j_wgustm,j_windchillm,j_wspdm,target_o_tempm
20160518-03:00,,17,0,0,,25,,1001,0,0,34,0,0,4,,,,,0.0,43
20160518-12:00,,16,0,0,,14,,994,0,0,42,0,0,10,,,,,0.0,43
20160519-03:00,,18,0,0,,26,,1001,0,0,35,0,0,4,,,,,0.0,40
20160519-12:00,Clear,15,0,0,,12,,994,0,0,43,0,0,10,,,,,0.0,40
20160520-03:00,Clear,21,0,0,,46,,1001,0,0,31,0,0,4,,,,,0.0,39
20160520-12:00,,18,0,0,,20,,994,0,0,40,0,0,10,,,,,0.0,39
20160521-03:00,,18,0,0,,37,,1004,0,0,31,0,0,4,,,,,0.0,39
20160521-12:00,,19,0,0,,21,,999,0,0,39,0,0,10,,,,,0.0,39
20160522-03:00,Clear,19,0,0,,41,,1006,0,0,31,0,0,4,,,,,0.0,38
20160522-12:00,,17,0,0,,19,,1000,0,0,39,0,0,10,,,,,0.0,38
20160523-03:00,,20,0,0,,44,,1007,0,0,30,0,0,4,,,,,0.0,39
20160523-12:00,,16,0,0,,18,,1002,0,0,38,0,0,10,,,,,0.0,39
20160524-03:00,,21,0,0,,57,,1007,0,0,29,0,0,4,,,,,0.0,38
20160524-12:00,,19,0,0,,21,,1001,0,0,39,0,0,10,,,,,0.0,38
20160525-03:00,,18,0,0,,38,,1007,0,0,31,0,0,4,,,,,0.0,40
20160525-12:00,,19,0,0,,23,,,0,0,38,0,0,10,,,,,0.0,40
20160526-03:00,,20,0,0,,43,,1007,0,0,31,0,0,4,,,,,0.0,38
20160526-12:00,,19,0,0,,20,,1000,0,0,40,0,0,10,,,,,0.0,38
20160527-12:00,,23,0,0,,34,,1002,0,0,38,0,0,10,,,,,0.0,37
20160528-03:00,,20,0,0,,42,,1008,0,0,31,0,0,4,,,,,0.0,35
20160528-12:00,Clear,19,0,0,,25,,1002,0,0,37,0,0,10,,,,,0.0,35
20160529-03:00,,20,0,0,,45,,1007,0,0,30,0,0,4,,,,,0.0,39
20160529-12:00,,21,0,0,,33,,1002,0,0,35,0,0,10,,,,,0.0,39
20160530-03:00,,20,0,0,,45,,1006,0,0,30,0,0,4,,,,,0.0,39
20160530-12:00,,18,0,0,,19,,999,0,0,39,0,0,10,,,,,0.0,39
20160531-03:00,,19,0,0,,39,,1007,0,0,31,0,0,4,,,,,0.0,40
20160531-12:00,,18,0,0,,22,,,0,0,39,0,0,10,,,,,0.0,40
20160601-03:00,,19,0,0,,38,,1007,0,0,31,0,0,4,,,,,0.0,39
20160601-12:00,,18,0,0,,18,,1000,0,0,40,0,0,10,,,,,0.0,39
20160602-12:00,,19,0,0,,21,,1000,0,0,39,0,0,10,,,,,0.0,39
20160603-03:00,,20,0,0,,42,,1005,0,0,31,0,0,4,,,,,0.0,40
20160603-12:00,,20,0,0,,23,,1000,0,0,39,0,0,10,,,,,0.0,40
20160604-03:00,,19,0,0,,43,,1006,0,0,30,0,0,4,,,,,0.0,40
20160604-12:00,,18,0,0,,21,,1000,0,0,40,0,0,10,,,,,0.0,40
20160605-03:00,,20,0,0,,44,,1006,0,0,30,0,0,4,,,,,0.0,38
20160605-12:00,,19,0,0,,20,,998,0,0,40,0,0,10,,,,,0.0,38
20160606-03:00,,21,0,0,,44,,1004,0,0,31,0,0,4,,,,,0.0,40
20160606-12:00,,20,0,0,,26,,998,0,0,38,0,0,10,,,,,0.0,40
20160607-03:00,,21,0,0,,44,,1004,0,0,31,0,0,4,,,,,0.0,40
20160607-12:00,,18,0,0,,19,,997,0,0,40,0,0,10,,,,,0.0,40
20160608-03:00,,20,0,0,,47,,1004,0,0,30,0,0,4,,,,,0.0,31
20160608-12:00,,18,0,0,,19,,996,0,0,40,0,0,10,,,,,0.0,31
20160609-03:00,,20,0,0,,43,,1004,0,0,31,0,0,4,,,,,0.0,35
20160610-03:00,Clear,21,0,0,,49,,1004,0,0,30,0,0,4,,,,,0.0,38
20160610-12:00,,20,0,0,,32,,998,0,0,35,0,0,10,,,,,0.0,38
20160611-03:00,,21,0,0,,47,,1004,0,0,31,0,0,4,,,,,0.0,38
20160611-12:00,,19,0,0,,24,,998,0,0,38,0,0,10,,,,,0.0,38
20160612-03:00,,21,0,0,,42,,1004,0,0,31,0,0,4,,,,,0.0,31
20160612-12:00,,19,0,0,,24,,998,0,0,38,0,0,10,,,,,0.0,31
20160613-03:00,,21,0,0,,45,,1004,0,0,31,0,0,4,,,,,0.0,37
20160614-03:00,Clear,20,0,0,,46,,1005,0,0,30,0,0,4,,,,,0.0,36
20160614-12:00,,19,0,0,,26,,999,0,0,37,0,0,10,,,,,0.0,36
20160615-03:00,,21,0,0,,46,,1003,0,0,31,0,0,4,,,,,0.0,35
20160615-12:00,Clear,19,0,0,,27,,998,0,0,36,0,0,10,,,,,0.0,35
20160616-03:00,,20,0,0,,44,,1003,0,0,30,0,0,4,,,,,0.0,30
20160616-12:00,,20,0,0,,33,,999,0,0,35,0,0,10,,,,,0.0,30
20160617-03:00,,20,0,0,,46,,1003,0,0,30,0,0,4,,,,,0.0,33
20160618-03:00,Clear,21,0,0,,49,,1003,0,0,30,0,0,4,,,,,0.0,32
20160618-12:00,,21,0,0,,39,,999,0,0,33,0,0,10,,,,,0.0,32
20160619-03:00,,21,0,0,,58,,1002,0,0,29,0,0,16,,,,,0.0,28
20160619-12:00,,20,0,0,,42,,999,0,0,32,0,0,10,,,,,0.0,28
20160620-03:00,Mostly Cloudy,20,0,0,,59,,1000,0,0,27,0,0,4,,,,,0.0,25
20160620-12:00,Mostly Cloudy,23,0,0,,70,,997,0,0,28,0,0,10,,,,,0.0,25
20160621-03:00,,21,0,0,,57,,1001,0,0,28,0,0,4,,,,,0.0,33
20160621-12:00,Mostly Cloudy,24,0,0,,91,,999,0,0,25,0,0,10,,,,,0.0,33
20160622-03:00,,22,0,0,,65,,1004,0,0,27,0,0,4,,,,,0.0,35
20160622-12:00,,21,0,0,,40,,998,0,0,33,0,0,10,,,,,0.0,35
20160623-03:00,,22,0,0,,66,,1004,0,0,28,0,0,4,,,,,0.0,35
20160623-12:00,,21,0,0,,34,,1000,0,0,35,0,0,10,,,,,0.0,35
20160624-03:00,,21,0,0,,54,,1003,0,0,29,0,0,4,,,,,0.0,34
20160624-12:00,,20,0,0,,31,,996,0,0,35,0,0,10,,,,,0.0,34
20160625-03:00,Clear,23,0,0,,81,,1005,0,0,26,0,0,4,,,,,0.0,28
20160625-12:00,,21,0,0,,36,,999,0,0,34,0,0,10,,,,,0.0,28
20160626-03:00,Clear,22,0,0,,61,,1004,0,0,28,0,0,4,,,,,0.0,34
20160627-03:00,,21,0,0,,57,,1002,0,0,28,0,0,4,,,,,0.0,31
20160627-12:00,,20,0,0,,34,,996,0,0,34,0,0,10,,,,,0.0,31
20160628-03:00,,22,0,0,,67,,1003,0,0,27,0,0,4,,,,,0.0,28
20160628-12:00,Clear,23,0,0,,53,,1007,0,0,31,0,0,10,,,,,0.0,28
20160629-03:00,Overcast,21,0,0,,66,,1002,0,0,27,0,0,4,,,,,0.0,30
20160629-12:00,Overcast,23,0,0,,67,,999,0,0,28,0,0,10,,,,,0.0,30
20160630-03:00,,22,0,0,,70,,1003,0,0,26,0,0,4,,,,,0.0,33
20160630-12:00,,22,0,0,,53,,999,0,0,30,0,0,10,,,,,0.0,33
20160701-03:00,,22,0,0,,59,,1000,0,0,28,0,0,4,,,,,0.0,29
20160701-12:00,,22,0,0,,45,,996,0,0,33,0,0,10,,,,,0.0,29
20160702-03:00,Clear,22,0,0,,58,,999,0,0,28,0,0,4,,,,,0.0,27
20160702-12:00,,23,0,0,,62,,997,0,0,29,0,0,10,,,,,0.0,27
20160703-03:00,,22,0,0,,64,,1000,0,0,28,0,0,4,,,,,0.0,26
20160703-12:00,Overcast,24,0,0,,77,,999,0,0,27,0,0,10,,,,,0.0,26
20160704-03:00,,23,0,0,,65,,1001,0,0,28,0,0,4,,,,,0.0,28
20160704-12:00,,24,0,0,,86,,999,0,0,26,0,0,10,,,,,0.0,28
20160705-03:00,Clear,23,0,0,,77,,1002,0,0,26,0,0,4,,,,,0.0,28
20160705-12:00,,23,0,0,,64,,999,0,0,28,0,0,10,,,,,0.0,28
20160706-03:00,,22,0,0,,67,,1002,0,0,26,0,0,4,,,,,0.0,31
20160706-12:00,,22,0,0,,59,,999,0,0,28,0,0,10,,,,,0.0,31
20160707-03:00,,22,0,0,,71,,1002,0,0,26,0,0,4,,,,,0.0,29
20160707-12:00,,21,0,0,,48,,999,0,0,31,0,0,10,,,,,0.0,29
20160708-03:00,,21,0,0,,62,,1002,0,0,27,0,0,4,,,,,0.0,28
20160708-12:00,,22,0,0,,55,,999,0,0,29,0,0,10,,,,,0.0,28
20160709-03:00,Clear,22,0,0,,80,,1000,0,0,25,0,0,4,,,,,0.0,28
20160709-12:00,,22,0,0,,63,,998,0,0,28,0,0,10,,,,,0.0,28
20160710-03:00,,22,0,0,,69,,1000,0,0,26,0,0,4,,,,,0.0,27
20160710-12:00,,22,0,0,,65,,998,0,0,28,0,0,10,,,,,0.0,27
20160711-03:00,Mostly Cloudy,23,0,0,,83,,1000,0,0,25,0,0,4,,,,,0.0,27
20160711-12:00,Clear,27,0,0,,100,,998,0,0,27,0,0,10,,,,,0.0,27
20160712-03:00,Clear,22,0,0,,79,,1002,0,0,25,0,0,4,,,,,0.0,31
20160712-12:00,,22,0,0,,71,,998,0,0,27,0,0,10,,,,,0.0,31
